date,inventory_start,demand_realized,reorder_triggered,reorder_qty,stockout,stockout_amount,inventory_end,ss,rop,target_inventory,buffer
2025-05-21,501583.1307820491,711959.6311854138,True,339891.3486481788,False,0.0,129514.84824481409,37381.01194472051,806791.3963300468,804093.4674855074,
2025-05-22,129514.84824481409,628239.5829754487,True,714063.7743785359,False,0.0,215339.0396479013,38283.78627512035,807643.1570945098,805294.8363482297,
2025-05-23,215339.0396479013,629597.5438632568,True,626206.4869930159,False,0.0,211947.98277766036,37700.7482572616,806736.7812766316,803844.7783836556,
2025-05-24,211947.98277766036,425857.08104416035,True,629303.6540375302,False,0.0,415394.5557710302,37913.574609117655,806662.0856635912,803338.0622060728,
2025-05-25,415394.5557710302,435803.8391812291,True,427043.2824724005,False,0.0,406633.9990622016,37744.92943569217,806837.6081929721,804692.9088077386,
2025-05-26,406633.9990622016,419867.5749348943,True,435187.65275744424,False,0.0,421954.0768847516,38244.33682331007,806773.7460147025,803577.3149963358,
2025-05-27,421954.0768847516,527091.7537097939,True,419268.34277733124,False,0.0,314130.6659522889,37115.13041617625,805237.2968092732,804107.2892459066,
2025-05-28,314130.6659522889,455976.9566015576,True,528409.1149744357,False,0.0,386562.82432516693,38607.75452271033,806429.9889536751,803932.0264040142,
2025-05-29,386562.82432516693,530308.7832127225,True,458789.3353089897,False,0.0,315043.3764214341,38318.63310245016,806171.4235790153,807033.5265317064,
2025-05-30,315043.3764214341,554385.382508188,True,525113.1301990672,False,0.0,285771.12411231326,37389.78667392554,804984.3796576392,802766.7199465757,
2025-05-31,285771.12411231326,372692.606109331,True,553252.7379056297,False,0.0,466331.2559086119,37435.94285926286,804331.9014402971,801587.9191586801,
2025-06-01,466331.2559086119,353964.1551841469,True,374758.5989073502,False,0.0,487125.69963181525,37845.13909536111,804959.1778320541,803244.715720601,
2025-06-02,487125.69963181525,432745.0287984006,True,351387.14299223974,False,0.0,405767.8138256544,37323.60065974073,804001.4421030141,801189.2419643142,
2025-06-03,405767.8138256544,438162.06634163635,True,433947.3299620299,False,0.0,401553.0774460479,37485.08266919481,803809.2084602404,802230.0611184895,
2025-06-04,401553.0774460479,425322.382372744,True,438205.5455947204,False,0.0,414436.24066802434,37852.52449476402,803941.3653861774,801906.0985460043,
2025-06-05,414436.24066802434,565875.0583345806,True,423234.24394656916,False,0.0,271795.4262800128,37219.96699408189,802932.6821843368,800450.5176205116,
2025-06-06,271795.4262800128,468018.89851042855,True,565412.3882280965,False,0.0,369188.9159976808,37222.20586781757,802691.4380023894,799985.6086402918,
2025-06-07,369188.9159976808,363251.49594105984,True,467462.24315220054,False,0.0,473399.6632088215,37142.880626618266,802478.5713457352,799508.278523263,
2025-06-08,473399.6632088215,346204.454321639,True,362417.9153582618,False,0.0,489613.12424544425,36666.014667355834,801554.8517052565,799151.5638997274,
2025-06-09,489613.12424544425,506855.6970865892,True,348791.4304004286,False,0.0,331548.85755928373,37817.0638312478,802748.219086884,800587.490814625,
2025-06-10,331548.85755928373,496113.49150077027,True,505418.0828858868,False,0.0,340853.44894440024,37667.1286277119,802405.7980107329,799299.8118174586,
2025-06-11,340853.44894440024,467791.3409492658,True,494985.64223341696,False,0.0,368047.7502285514,37224.02262189369,801437.9688829163,798615.0685559235,
2025-06-12,368047.7502285514,517741.50283691497,True,467787.6618547415,False,0.0,318093.9092463779,36987.652012770704,801304.6350551192,798847.7600705222,
2025-06-13,318093.9092463779,655573.6238952951,True,517557.66338772606,False,0.0,180077.94873880886,37116.10762256607,801131.1712482644,798535.4650115379,
2025-06-14,180077.94873880886,360358.4274251826,True,654562.7527849223,False,0.0,474282.2740985485,36804.58940186957,800580.0128401234,797836.1121218615,
2025-06-15,474282.2740985485,348115.6167864203,True,362341.4349648854,False,0.0,488508.09227701364,37484.04657216056,801290.3006468168,799139.6624912734,
2025-06-16,488508.09227701364,471611.94755956205,True,346697.4673514117,False,0.0,363593.61206886335,37369.731710343214,800303.2463957765,797835.8279180821,
2025-06-17,363593.61206886335,535023.8475530144,True,471491.80045944464,False,0.0,300061.5649752936,37067.46989855658,800129.0439707655,798017.9426297514,
2025-06-18,300061.5649752936,451149.7678316069,True,536252.8734633431,False,0.0,385164.6706070298,37739.34973462891,800739.0437625708,798575.0887040078,
2025-06-19,385164.6706070298,356632.37773636193,True,447802.4575893959,False,0.0,476334.7504600638,36491.89778410933,799011.7255732844,796475.2304123164,
2025-06-20,476334.7504600638,493195.8085732744,True,358716.5093019255,False,0.0,341855.45118871494,37160.370605136784,799975.5276219555,797890.8891568525,
2025-06-21,341855.45118871494,375137.1810098107,True,491484.71769623534,False,0.0,458202.9878751395,36458.49623227906,798523.7226429053,796881.6726526712,
2025-06-22,458202.9878751395,648963.7868286758,True,376250.7111555921,False,0.0,185489.9122020558,36976.16477501771,799020.5894601976,797477.5342557139,
2025-06-23,185489.9122020558,617911.8722807646,True,650198.5435450269,False,0.0,217776.5834663181,38329.816171008846,799750.8511848543,797358.6395760739,
2025-06-24,217776.5834663181,460396.01185014617,True,613783.6171086212,False,0.0,371164.1887247931,36848.804058487665,798082.6838871065,794711.3965164516,
2025-06-25,371164.1887247931,480844.96525886864,True,463401.1718635869,False,0.0,353720.39532951126,37686.48223701088,799194.8297317353,796878.878351369,
2025-06-26,353720.39532951126,410358.92495325353,True,480456.195201702,False,0.0,423817.6655779597,37586.60201860735,798744.3349557852,796589.9885126059,
2025-06-27,423817.6655779597,423516.2734886377,True,406644.3880903811,False,0.0,406945.7801797031,36524.3453408779,797105.2813850191,793937.7083274629,
2025-06-28,406945.7801797031,279869.106115281,True,429846.77277354134,False,0.0,556923.4468379634,37828.893655590226,798357.1163113291,798963.6592976542,
2025-06-29,556923.4468379634,327856.1374502617,True,274523.9248978087,False,0.0,503591.23428551044,36942.565702559164,797219.8020929676,794504.8060332129,
2025-06-30,503591.23428551044,392632.40481683397,True,327766.0632253748,False,0.0,438724.8926940512,37153.580286589415,796885.0236529891,794203.7172242958,
2025-07-01,438724.8926940512,417326.4855903227,True,390873.436781909,False,0.0,412271.8438856375,36687.51167654504,795689.0697148596,792910.8177994152,
2025-07-02,412271.8438856375,516709.6172888848,True,419244.8293946191,False,0.0,314807.05599137174,36697.97350744281,795890.4609976186,794818.6997728138,
2025-07-03,314807.05599137174,460516.8636305632,True,515087.18154284224,False,0.0,369377.37390365085,36996.55361330819,795912.1112196947,792897.6839209058,
2025-07-04,369377.37390365085,394471.27884096454,True,461265.45622601354,False,0.0,436171.55128869985,37091.33221010132,796474.1812772697,793551.4979195631,
2025-07-05,436171.55128869985,282871.6974941732,True,392843.720472518,False,0.0,546143.5742670447,36441.53183740165,794452.1368849464,792573.7399238162,
2025-07-06,546143.5742670447,336403.22258723096,True,282400.2010218254,False,0.0,492140.5527016391,35725.22318326633,794420.3014771852,792818.5521056037,
2025-07-07,492140.5527016391,419351.4205399491,True,336614.42444633617,False,0.0,409403.55660802615,37162.866101422296,794707.2113043206,791592.111046553,
2025-07-08,409403.55660802615,406444.17613511323,True,417704.0815189088,False,0.0,420663.46199182165,36515.84653944667,794095.3837388939,790591.7915874883,
